"cell_barcode","fov","core_id"
"c_1_100_1000",100,"K5"
"c_1_100_1012",100,"K5"
"c_1_100_1024",100,"K5"
"c_1_100_1045",100,"K5"
"c_1_100_1054",100,"K5"
"c_1_100_106",100,"K5"
"c_1_100_1075",100,"K5"
"c_1_100_1078",100,"K5"
"c_1_100_1083",100,"K5"
"c_1_100_1091",100,"K5"
"c_1_100_11",100,"K5"
"c_1_100_110",100,"K5"
"c_1_100_1133",100,"K5"
"c_1_100_1139",100,"K5"
"c_1_100_1140",100,"K5"
"c_1_100_1147",100,"K5"
"c_1_100_1148",100,"K5"
"c_1_100_1159",100,"K5"
"c_1_100_1183",100,"K5"
"c_1_100_1202",100,"K5"
"c_1_100_1220",100,"K5"
"c_1_100_1222",100,"K5"
"c_1_100_1233",100,"K5"
"c_1_100_1243",100,"K5"
"c_1_100_1256",100,"K5"
"c_1_100_1257",100,"K5"
"c_1_100_1260",100,"K5"
"c_1_100_127",100,"K5"
"c_1_100_1280",100,"K5"
"c_1_100_1295",100,"K5"
"c_1_100_1301",100,"K5"
"c_1_100_1322",100,"K5"
"c_1_100_1336",100,"K5"
"c_1_100_1361",100,"K5"
"c_1_100_1365",100,"K5"
"c_1_100_1366",100,"K5"
"c_1_100_1377",100,"K5"
"c_1_100_1389",100,"K5"
"c_1_100_1407",100,"K5"
"c_1_100_183",100,"K5"
"c_1_100_214",100,"K5"
"c_1_100_224",100,"K5"
"c_1_100_285",100,"K5"
"c_1_100_3",100,"K5"
"c_1_100_31",100,"K5"
"c_1_100_335",100,"K5"
"c_1_100_365",100,"K5"
"c_1_100_373",100,"K5"
"c_1_100_396",100,"K5"
"c_1_100_408",100,"K5"
"c_1_100_426",100,"K5"
"c_1_100_468",100,"K5"
"c_1_100_480",100,"K5"
"c_1_100_501",100,"K5"
"c_1_100_528",100,"K5"
"c_1_100_530",100,"K5"
"c_1_100_533",100,"K5"
"c_1_100_54",100,"K5"
"c_1_100_546",100,"K5"
"c_1_100_575",100,"K5"
"c_1_100_594",100,"K5"
"c_1_100_625",100,"K5"
"c_1_100_65",100,"K5"
"c_1_100_708",100,"K5"
"c_1_100_714",100,"K5"
"c_1_100_782",100,"K5"
"c_1_100_789",100,"K5"
"c_1_100_8",100,"K5"
"c_1_100_803",100,"K5"
"c_1_100_84",100,"K5"
"c_1_100_843",100,"K5"
"c_1_100_876",100,"K5"
"c_1_100_878",100,"K5"
"c_1_100_887",100,"K5"
"c_1_100_897",100,"K5"
"c_1_100_921",100,"K5"
"c_1_100_927",100,"K5"
"c_1_100_951",100,"K5"
"c_1_100_973",100,"K5"
"c_1_101_131",101,"K5"
"c_1_101_148",101,"K5"
"c_1_101_150",101,"K5"
"c_1_101_154",101,"K5"
"c_1_101_177",101,"K5"
"c_1_101_186",101,"K5"
"c_1_101_196",101,"K5"
"c_1_101_205",101,"K5"
"c_1_101_227",101,"K5"
"c_1_101_25",101,"K5"
"c_1_101_37",101,"K5"
"c_1_101_73",101,"K5"
"c_1_101_81",101,"K5"
"c_1_101_94",101,"K5"
"c_1_102_112",102,"K7"
"c_1_102_14",102,"K7"
"c_1_102_148",102,"K7"
"c_1_102_163",102,"K7"
"c_1_102_194",102,"K7"
"c_1_102_205",102,"K7"
"c_1_102_229",102,"K7"
"c_1_102_25",102,"K7"
"c_1_102_251",102,"K7"
"c_1_102_271",102,"K7"
"c_1_102_30",102,"K7"
"c_1_102_301",102,"K7"
"c_1_102_323",102,"K7"
"c_1_102_330",102,"K7"
"c_1_102_340",102,"K7"
"c_1_102_355",102,"K7"
"c_1_102_367",102,"K7"
"c_1_102_379",102,"K7"
"c_1_102_388",102,"K7"
"c_1_102_396",102,"K7"
"c_1_102_421",102,"K7"
"c_1_102_437",102,"K7"
"c_1_102_453",102,"K7"
"c_1_102_533",102,"K7"
"c_1_102_575",102,"K7"
"c_1_102_58",102,"K7"
"c_1_102_581",102,"K7"
"c_1_102_590",102,"K7"
"c_1_102_593",102,"K7"
"c_1_102_598",102,"K7"
"c_1_102_604",102,"K7"
"c_1_102_607",102,"K7"
"c_1_102_614",102,"K7"
"c_1_102_619",102,"K7"
"c_1_102_624",102,"K7"
"c_1_102_639",102,"K7"
"c_1_102_641",102,"K7"
"c_1_102_651",102,"K7"
"c_1_102_665",102,"K7"
"c_1_102_668",102,"K7"
"c_1_102_675",102,"K7"
"c_1_102_678",102,"K7"
"c_1_102_692",102,"K7"
"c_1_102_703",102,"K7"
"c_1_102_711",102,"K7"
"c_1_102_720",102,"K7"
"c_1_102_737",102,"K7"
"c_1_102_750",102,"K7"
"c_1_102_752",102,"K7"
"c_1_102_793",102,"K7"
"c_1_102_800",102,"K7"
"c_1_102_808",102,"K7"
"c_1_102_809",102,"K7"
"c_1_102_829",102,"K7"
"c_1_102_830",102,"K7"
"c_1_102_836",102,"K7"
"c_1_102_9",102,"K7"
"c_1_103_106",103,"K8"
"c_1_103_155",103,"K8"
"c_1_103_162",103,"K8"
"c_1_103_183",103,"K8"
"c_1_103_189",103,"K8"
"c_1_103_207",103,"K8"
"c_1_103_219",103,"K8"
"c_1_103_222",103,"K8"
"c_1_103_237",103,"K8"
"c_1_103_249",103,"K8"
"c_1_103_258",103,"K8"
"c_1_103_278",103,"K8"
"c_1_103_314",103,"K8"
"c_1_103_318",103,"K8"
"c_1_103_344",103,"K8"
"c_1_103_363",103,"K8"
"c_1_103_368",103,"K8"
"c_1_103_384",103,"K8"
"c_1_103_388",103,"K8"
"c_1_103_39",103,"K8"
"c_1_103_392",103,"K8"
"c_1_103_394",103,"K8"
"c_1_103_396",103,"K8"
"c_1_103_422",103,"K8"
"c_1_103_435",103,"K8"
"c_1_103_436",103,"K8"
"c_1_103_444",103,"K8"
"c_1_103_452",103,"K8"
"c_1_103_467",103,"K8"
"c_1_103_478",103,"K8"
"c_1_103_517",103,"K8"
"c_1_103_518",103,"K8"
"c_1_103_521",103,"K8"
"c_1_103_541",103,"K8"
"c_1_103_554",103,"K8"
"c_1_103_557",103,"K8"
"c_1_103_590",103,"K8"
"c_1_103_619",103,"K8"
"c_1_103_625",103,"K8"
"c_1_103_653",103,"K8"
"c_1_103_663",103,"K8"
"c_1_103_683",103,"K8"
"c_1_103_698",103,"K8"
"c_1_103_710",103,"K8"
"c_1_103_713",103,"K8"
"c_1_103_723",103,"K8"
"c_1_103_730",103,"K8"
"c_1_103_751",103,"K8"
"c_1_103_769",103,"K8"
"c_1_103_794",103,"K8"
"c_1_103_795",103,"K8"
"c_1_103_805",103,"K8"
"c_1_103_806",103,"K8"
"c_1_103_815",103,"K8"
"c_1_103_817",103,"K8"
"c_1_103_82",103,"K8"
"c_1_103_822",103,"K8"
"c_1_103_838",103,"K8"
"c_1_103_843",103,"K8"
"c_1_103_873",103,"K8"
"c_1_103_888",103,"K8"
"c_1_104_112",104,"J9"
"c_1_104_12",104,"J9"
"c_1_104_139",104,"J9"
"c_1_104_163",104,"J9"
"c_1_104_167",104,"J9"
"c_1_104_168",104,"J9"
"c_1_104_171",104,"J9"
"c_1_104_174",104,"J9"
"c_1_104_18",104,"J9"
"c_1_104_180",104,"J9"
"c_1_104_19",104,"J9"
"c_1_104_201",104,"J9"
"c_1_104_207",104,"J9"
"c_1_104_215",104,"J9"
"c_1_104_228",104,"J9"
"c_1_104_258",104,"J9"
"c_1_104_266",104,"J9"
"c_1_104_268",104,"J9"
"c_1_104_298",104,"J9"
"c_1_104_311",104,"J9"
"c_1_104_312",104,"J9"
"c_1_104_342",104,"J9"
"c_1_104_35",104,"J9"
"c_1_104_365",104,"J9"
"c_1_104_37",104,"J9"
"c_1_104_373",104,"J9"
"c_1_104_382",104,"J9"
"c_1_104_385",104,"J9"
"c_1_104_389",104,"J9"
"c_1_104_406",104,"J9"
"c_1_104_409",104,"J9"
"c_1_104_42",104,"J9"
"c_1_104_422",104,"J9"
"c_1_104_424",104,"J9"
"c_1_104_428",104,"J9"
"c_1_104_434",104,"J9"
"c_1_104_440",104,"J9"
"c_1_104_45",104,"J9"
"c_1_104_456",104,"J9"
"c_1_104_459",104,"J9"
"c_1_104_472",104,"J9"
"c_1_104_477",104,"J9"
"c_1_104_480",104,"J9"
"c_1_104_493",104,"J9"
"c_1_104_509",104,"J9"
"c_1_104_519",104,"J9"
"c_1_104_520",104,"J9"
"c_1_104_523",104,"J9"
"c_1_104_53",104,"J9"
"c_1_104_592",104,"J9"
"c_1_104_608",104,"J9"
"c_1_104_614",104,"J9"
"c_1_104_64",104,"J9"
"c_1_104_66",104,"J9"
"c_1_104_67",104,"J9"
"c_1_104_670",104,"J9"
"c_1_104_676",104,"J9"
"c_1_104_690",104,"J9"
"c_1_104_70",104,"J9"
"c_1_104_78",104,"J9"
"c_1_104_80",104,"J9"
"c_1_104_93",104,"J9"
"c_1_105_1010",105,"D9"
"c_1_105_1012",105,"D9"
"c_1_105_1022",105,"D9"
"c_1_105_1029",105,"D9"
"c_1_105_1038",105,"D9"
"c_1_105_1046",105,"D9"
"c_1_105_1070",105,"D9"
"c_1_105_1072",105,"D9"
"c_1_105_109",105,"D9"
"c_1_105_1090",105,"D9"
"c_1_105_1091",105,"D9"
"c_1_105_11",105,"D9"
"c_1_105_1101",105,"D9"
"c_1_105_1103",105,"D9"
"c_1_105_1112",105,"D9"
"c_1_105_1126",105,"D9"
"c_1_105_1139",105,"D9"
"c_1_105_1189",105,"D9"
"c_1_105_1195",105,"D9"
"c_1_105_1209",105,"D9"
"c_1_105_1224",105,"D9"
"c_1_105_1227",105,"D9"
"c_1_105_1231",105,"D9"
"c_1_105_1232",105,"D9"
"c_1_105_1238",105,"D9"
"c_1_105_1241",105,"D9"
"c_1_105_1245",105,"D9"
"c_1_105_1252",105,"D9"
"c_1_105_1253",105,"D9"
"c_1_105_1261",105,"D9"
"c_1_105_1273",105,"D9"
"c_1_105_1275",105,"D9"
"c_1_105_1300",105,"D9"
"c_1_105_185",105,"D9"
"c_1_105_19",105,"D9"
"c_1_105_192",105,"D9"
"c_1_105_203",105,"D9"
"c_1_105_24",105,"D9"
"c_1_105_240",105,"D9"
"c_1_105_253",105,"D9"
"c_1_105_256",105,"D9"
"c_1_105_259",105,"D9"
"c_1_105_275",105,"D9"
"c_1_105_276",105,"D9"
"c_1_105_309",105,"D9"
"c_1_105_319",105,"D9"
"c_1_105_335",105,"D9"
"c_1_105_337",105,"D9"
"c_1_105_346",105,"D9"
"c_1_105_350",105,"D9"
"c_1_105_351",105,"D9"
"c_1_105_362",105,"D9"
"c_1_105_369",105,"D9"
"c_1_105_377",105,"D9"
"c_1_105_390",105,"D9"
"c_1_105_393",105,"D9"
"c_1_105_433",105,"D9"
"c_1_105_45",105,"D9"
"c_1_105_456",105,"D9"
"c_1_105_458",105,"D9"
"c_1_105_471",105,"D9"
"c_1_105_486",105,"D9"
"c_1_105_493",105,"D9"
"c_1_105_500",105,"D9"
"c_1_105_515",105,"D9"
"c_1_105_523",105,"D9"
"c_1_105_532",105,"D9"
"c_1_105_539",105,"D9"
"c_1_105_547",105,"D9"
"c_1_105_550",105,"D9"
"c_1_105_558",105,"D9"
"c_1_105_599",105,"D9"
"c_1_105_603",105,"D9"
"c_1_105_618",105,"D9"
"c_1_105_623",105,"D9"
"c_1_105_630",105,"D9"
"c_1_105_636",105,"D9"
"c_1_105_66",105,"D9"
"c_1_105_663",105,"D9"
"c_1_105_679",105,"D9"
"c_1_105_683",105,"D9"
"c_1_105_69",105,"D9"
"c_1_105_70",105,"D9"
"c_1_105_711",105,"D9"
"c_1_105_716",105,"D9"
"c_1_105_732",105,"D9"
"c_1_105_757",105,"D9"
"c_1_105_759",105,"D9"
"c_1_105_779",105,"D9"
"c_1_105_781",105,"D9"
"c_1_105_791",105,"D9"
"c_1_105_796",105,"D9"
"c_1_105_81",105,"D9"
"c_1_105_816",105,"D9"
"c_1_105_82",105,"D9"
"c_1_105_821",105,"D9"
"c_1_105_833",105,"D9"
"c_1_105_842",105,"D9"
"c_1_105_843",105,"D9"
"c_1_105_846",105,"D9"
"c_1_105_867",105,"D9"
"c_1_105_884",105,"D9"
"c_1_105_885",105,"D9"
"c_1_105_898",105,"D9"
"c_1_105_90",105,"D9"
"c_1_105_903",105,"D9"
"c_1_105_936",105,"D9"
"c_1_105_947",105,"D9"
"c_1_105_95",105,"D9"
"c_1_105_952",105,"D9"
"c_1_105_967",105,"D9"
"c_1_105_98",105,"D9"
"c_1_105_981",105,"D9"
"c_1_106_111",106,"E7"
"c_1_106_115",106,"E7"
"c_1_106_117",106,"E7"
"c_1_106_122",106,"E7"
"c_1_106_143",106,"E7"
"c_1_106_150",106,"E7"
"c_1_106_162",106,"E7"
"c_1_106_170",106,"E7"
"c_1_106_185",106,"E7"
"c_1_106_2",106,"E7"
"c_1_106_200",106,"E7"
"c_1_106_21",106,"E7"
"c_1_106_220",106,"E7"
"c_1_106_233",106,"E7"
"c_1_106_245",106,"E7"
"c_1_106_246",106,"E7"
"c_1_106_251",106,"E7"
"c_1_106_270",106,"E7"
"c_1_106_287",106,"E7"
"c_1_106_3",106,"E7"
"c_1_106_308",106,"E7"
"c_1_106_322",106,"E7"
"c_1_106_327",106,"E7"
"c_1_106_330",106,"E7"
"c_1_106_363",106,"E7"
"c_1_106_385",106,"E7"
"c_1_106_388",106,"E7"
"c_1_106_417",106,"E7"
"c_1_106_452",106,"E7"
"c_1_106_454",106,"E7"
"c_1_106_462",106,"E7"
"c_1_106_475",106,"E7"
"c_1_106_488",106,"E7"
"c_1_106_498",106,"E7"
"c_1_106_501",106,"E7"
"c_1_106_510",106,"E7"
"c_1_106_537",106,"E7"
"c_1_106_551",106,"E7"
"c_1_106_573",106,"E7"
"c_1_106_577",106,"E7"
"c_1_106_581",106,"E7"
"c_1_106_588",106,"E7"
"c_1_106_600",106,"E7"
"c_1_106_611",106,"E7"
"c_1_106_613",106,"E7"
"c_1_106_634",106,"E7"
"c_1_106_637",106,"E7"
"c_1_106_638",106,"E7"
"c_1_106_68",106,"E7"
"c_1_106_682",106,"E7"
"c_1_106_684",106,"E7"
"c_1_106_693",106,"E7"
"c_1_106_703",106,"E7"
"c_1_106_717",106,"E7"
"c_1_106_741",106,"E7"
"c_1_106_744",106,"E7"
"c_1_106_759",106,"E7"
"c_1_106_768",106,"E7"
"c_1_106_772",106,"E7"
"c_1_106_796",106,"E7"
"c_1_106_807",106,"E7"
"c_1_106_82",106,"E7"
"c_1_106_820",106,"E7"
"c_1_106_829",106,"E7"
"c_1_106_830",106,"E7"
"c_1_106_833",106,"E7"
"c_1_106_835",106,"E7"
"c_1_106_842",106,"E7"
"c_1_106_857",106,"E7"
"c_1_106_859",106,"E7"
"c_1_106_875",106,"E7"
"c_1_106_891",106,"E7"
"c_1_106_896",106,"E7"
"c_1_106_909",106,"E7"
"c_1_106_914",106,"E7"
"c_1_106_931",106,"E7"
"c_1_106_959",106,"E7"
"c_1_107_1018",107,"E8"
"c_1_107_107",107,"E8"
"c_1_107_1119",107,"E8"
"c_1_107_113",107,"E8"
"c_1_107_1183",107,"E8"
"c_1_107_1185",107,"E8"
"c_1_107_1208",107,"E8"
"c_1_107_1223",107,"E8"
"c_1_107_1243",107,"E8"
"c_1_107_1244",107,"E8"
"c_1_107_1249",107,"E8"
"c_1_107_1261",107,"E8"
"c_1_107_1300",107,"E8"
"c_1_107_1310",107,"E8"
"c_1_107_1314",107,"E8"
"c_1_107_1338",107,"E8"
"c_1_107_1398",107,"E8"
"c_1_107_1403",107,"E8"
"c_1_107_1454",107,"E8"
"c_1_107_1463",107,"E8"
"c_1_107_1500",107,"E8"
"c_1_107_1503",107,"E8"
"c_1_107_1506",107,"E8"
"c_1_107_153",107,"E8"
"c_1_107_1537",107,"E8"
"c_1_107_1561",107,"E8"
"c_1_107_1563",107,"E8"
"c_1_107_1588",107,"E8"
"c_1_107_1597",107,"E8"
"c_1_107_1603",107,"E8"
"c_1_107_1607",107,"E8"
"c_1_107_1615",107,"E8"
"c_1_107_1626",107,"E8"
"c_1_107_1643",107,"E8"
"c_1_107_187",107,"E8"
"c_1_107_198",107,"E8"
"c_1_107_215",107,"E8"
"c_1_107_229",107,"E8"
"c_1_107_244",107,"E8"
"c_1_107_296",107,"E8"
"c_1_107_338",107,"E8"
"c_1_107_374",107,"E8"
"c_1_107_377",107,"E8"
"c_1_107_391",107,"E8"
"c_1_107_393",107,"E8"
"c_1_107_417",107,"E8"
"c_1_107_418",107,"E8"
"c_1_107_431",107,"E8"
"c_1_107_470",107,"E8"
"c_1_107_471",107,"E8"
"c_1_107_478",107,"E8"
"c_1_107_479",107,"E8"
"c_1_107_496",107,"E8"
"c_1_107_500",107,"E8"
"c_1_107_527",107,"E8"
"c_1_107_539",107,"E8"
"c_1_107_553",107,"E8"
"c_1_107_556",107,"E8"
"c_1_107_56",107,"E8"
"c_1_107_58",107,"E8"
"c_1_107_59",107,"E8"
"c_1_107_596",107,"E8"
"c_1_107_60",107,"E8"
"c_1_107_614",107,"E8"
"c_1_107_644",107,"E8"
"c_1_107_652",107,"E8"
"c_1_107_663",107,"E8"
"c_1_107_677",107,"E8"
"c_1_107_684",107,"E8"
"c_1_107_693",107,"E8"
"c_1_107_697",107,"E8"
"c_1_107_709",107,"E8"
"c_1_107_710",107,"E8"
"c_1_107_721",107,"E8"
"c_1_107_764",107,"E8"
"c_1_107_773",107,"E8"
"c_1_107_787",107,"E8"
"c_1_107_796",107,"E8"
"c_1_107_806",107,"E8"
"c_1_107_822",107,"E8"
"c_1_107_83",107,"E8"
"c_1_107_835",107,"E8"
"c_1_107_836",107,"E8"
"c_1_107_841",107,"E8"
"c_1_107_884",107,"E8"
"c_1_107_907",107,"E8"
"c_1_107_922",107,"E8"
"c_1_107_94",107,"E8"
"c_1_107_978",107,"E8"
"c_1_107_981",107,"E8"
"c_1_107_985",107,"E8"
"c_1_107_993",107,"E8"
"c_1_107_995",107,"E8"
"c_1_108_103",108,"E8"
"c_1_108_107",108,"E8"
"c_1_108_116",108,"E8"
"c_1_108_120",108,"E8"
"c_1_108_140",108,"E8"
"c_1_108_18",108,"E8"
"c_1_108_203",108,"E8"
"c_1_108_228",108,"E8"
"c_1_108_264",108,"E8"
"c_1_108_279",108,"E8"
"c_1_108_286",108,"E8"
"c_1_108_297",108,"E8"
"c_1_108_303",108,"E8"
"c_1_108_328",108,"E8"
"c_1_108_333",108,"E8"
"c_1_108_350",108,"E8"
"c_1_108_354",108,"E8"
"c_1_108_373",108,"E8"
"c_1_108_374",108,"E8"
"c_1_108_384",108,"E8"
"c_1_108_416",108,"E8"
"c_1_108_426",108,"E8"
"c_1_108_446",108,"E8"
"c_1_108_452",108,"E8"
"c_1_108_469",108,"E8"
"c_1_108_481",108,"E8"
"c_1_108_486",108,"E8"
"c_1_108_496",108,"E8"
"c_1_108_511",108,"E8"
"c_1_108_518",108,"E8"
"c_1_108_532",108,"E8"
"c_1_108_548",108,"E8"
"c_1_108_573",108,"E8"
"c_1_108_601",108,"E8"
"c_1_108_613",108,"E8"
"c_1_108_68",108,"E8"
"c_1_108_81",108,"E8"
"c_1_109_100",109,"D9"
"c_1_109_107",109,"D9"
"c_1_109_142",109,"D9"
"c_1_109_153",109,"D9"
"c_1_109_156",109,"D9"
"c_1_109_176",109,"D9"
"c_1_109_191",109,"D9"
"c_1_109_202",109,"D9"
"c_1_109_205",109,"D9"
"c_1_109_208",109,"D9"
"c_1_109_21",109,"D9"
"c_1_109_226",109,"D9"
"c_1_109_229",109,"D9"
"c_1_109_23",109,"D9"
"c_1_109_254",109,"D9"
"c_1_109_282",109,"D9"
"c_1_109_288",109,"D9"
"c_1_109_29",109,"D9"
"c_1_109_293",109,"D9"
"c_1_109_302",109,"D9"
"c_1_109_319",109,"D9"
"c_1_109_32",109,"D9"
"c_1_109_323",109,"D9"
"c_1_109_335",109,"D9"
"c_1_109_339",109,"D9"
"c_1_109_341",109,"D9"
"c_1_109_344",109,"D9"
"c_1_109_35",109,"D9"
"c_1_109_355",109,"D9"
"c_1_109_385",109,"D9"
"c_1_109_388",109,"D9"
"c_1_109_39",109,"D9"
"c_1_109_395",109,"D9"
"c_1_109_402",109,"D9"
"c_1_109_424",109,"D9"
"c_1_109_429",109,"D9"
"c_1_109_435",109,"D9"
"c_1_109_446",109,"D9"
"c_1_109_448",109,"D9"
"c_1_109_46",109,"D9"
"c_1_109_464",109,"D9"
"c_1_109_476",109,"D9"
"c_1_109_483",109,"D9"
"c_1_109_523",109,"D9"
"c_1_109_538",109,"D9"
"c_1_109_539",109,"D9"
"c_1_109_568",109,"D9"
"c_1_109_569",109,"D9"
"c_1_109_574",109,"D9"
"c_1_109_577",109,"D9"
"c_1_109_612",109,"D9"
"c_1_109_613",109,"D9"
"c_1_109_624",109,"D9"
"c_1_109_627",109,"D9"
"c_1_109_662",109,"D9"
"c_1_109_667",109,"D9"
"c_1_109_74",109,"D9"
"c_1_109_77",109,"D9"
"c_1_109_8",109,"D9"
"c_1_109_89",109,"D9"
"c_1_10_1000",10,"A4"
"c_1_10_1009",10,"A4"
"c_1_10_101",10,"A4"
"c_1_10_1072",10,"A4"
"c_1_10_1089",10,"A4"
"c_1_10_110",10,"A4"
"c_1_10_1100",10,"A4"
"c_1_10_1106",10,"A4"
"c_1_10_1127",10,"A4"
"c_1_10_115",10,"A4"
"c_1_10_1154",10,"A4"
"c_1_10_1159",10,"A4"
"c_1_10_1202",10,"A4"
"c_1_10_121",10,"A4"
"c_1_10_1212",10,"A4"
"c_1_10_1235",10,"A4"
"c_1_10_1252",10,"A4"
"c_1_10_1263",10,"A4"
"c_1_10_1273",10,"A4"
"c_1_10_129",10,"A4"
"c_1_10_1348",10,"A4"
"c_1_10_1360",10,"A4"
"c_1_10_1377",10,"A4"
"c_1_10_1380",10,"A4"
"c_1_10_1385",10,"A4"
"c_1_10_141",10,"A4"
"c_1_10_1434",10,"A4"
"c_1_10_147",10,"A4"
"c_1_10_153",10,"A4"
"c_1_10_1596",10,"A4"
"c_1_10_1605",10,"A4"
"c_1_10_1625",10,"A4"
"c_1_10_163",10,"A4"
"c_1_10_1634",10,"A4"
"c_1_10_1640",10,"A4"
"c_1_10_1641",10,"A4"
"c_1_10_1656",10,"A4"
"c_1_10_1665",10,"A4"
"c_1_10_1692",10,"A4"
"c_1_10_1695",10,"A4"
"c_1_10_1721",10,"A4"
"c_1_10_1722",10,"A4"
"c_1_10_1737",10,"A4"
"c_1_10_1749",10,"A4"
"c_1_10_1805",10,"A4"
"c_1_10_181",10,"A4"
"c_1_10_1811",10,"A4"
"c_1_10_1817",10,"A4"
"c_1_10_182",10,"A4"
"c_1_10_1857",10,"A4"
"c_1_10_1864",10,"A4"
"c_1_10_1900",10,"A4"
"c_1_10_191",10,"A4"
"c_1_10_1916",10,"A4"
"c_1_10_1917",10,"A4"
"c_1_10_1918",10,"A4"
"c_1_10_1930",10,"A4"
"c_1_10_194",10,"A4"
"c_1_10_1942",10,"A4"
"c_1_10_1944",10,"A4"
"c_1_10_1948",10,"A4"
"c_1_10_1958",10,"A4"
"c_1_10_1976",10,"A4"
"c_1_10_199",10,"A4"
"c_1_10_2002",10,"A4"
"c_1_10_2007",10,"A4"
"c_1_10_2037",10,"A4"
"c_1_10_2051",10,"A4"
"c_1_10_207",10,"A4"
"c_1_10_2096",10,"A4"
"c_1_10_2106",10,"A4"
"c_1_10_2107",10,"A4"
"c_1_10_2108",10,"A4"
"c_1_10_2113",10,"A4"
"c_1_10_2121",10,"A4"
"c_1_10_2151",10,"A4"
"c_1_10_2158",10,"A4"
"c_1_10_2181",10,"A4"
"c_1_10_2182",10,"A4"
"c_1_10_2193",10,"A4"
"c_1_10_220",10,"A4"
"c_1_10_2202",10,"A4"
"c_1_10_2203",10,"A4"
"c_1_10_2206",10,"A4"
"c_1_10_2211",10,"A4"
"c_1_10_2255",10,"A4"
"c_1_10_2274",10,"A4"
"c_1_10_2291",10,"A4"
"c_1_10_231",10,"A4"
"c_1_10_2315",10,"A4"
"c_1_10_2324",10,"A4"
"c_1_10_2346",10,"A4"
"c_1_10_2357",10,"A4"
"c_1_10_2373",10,"A4"
"c_1_10_2382",10,"A4"
"c_1_10_2387",10,"A4"
"c_1_10_2390",10,"A4"
"c_1_10_2397",10,"A4"
"c_1_10_2414",10,"A4"
"c_1_10_2420",10,"A4"
"c_1_10_2464",10,"A4"
"c_1_10_2470",10,"A4"
"c_1_10_2501",10,"A4"
"c_1_10_2502",10,"A4"
"c_1_10_2520",10,"A4"
"c_1_10_2541",10,"A4"
"c_1_10_2545",10,"A4"
"c_1_10_2555",10,"A4"
"c_1_10_256",10,"A4"
"c_1_10_2560",10,"A4"
"c_1_10_2574",10,"A4"
"c_1_10_258",10,"A4"
"c_1_10_2586",10,"A4"
"c_1_10_259",10,"A4"
"c_1_10_2607",10,"A4"
"c_1_10_2608",10,"A4"
"c_1_10_2617",10,"A4"
"c_1_10_2624",10,"A4"
"c_1_10_2634",10,"A4"
"c_1_10_2639",10,"A4"
"c_1_10_2641",10,"A4"
"c_1_10_2659",10,"A4"
"c_1_10_2663",10,"A4"
"c_1_10_2667",10,"A4"
"c_1_10_2725",10,"A4"
"c_1_10_2726",10,"A4"
"c_1_10_2756",10,"A4"
"c_1_10_2761",10,"A4"
"c_1_10_2778",10,"A4"
"c_1_10_2783",10,"A4"
"c_1_10_2795",10,"A4"
"c_1_10_2798",10,"A4"
"c_1_10_2827",10,"A4"
"c_1_10_2838",10,"A4"
"c_1_10_2847",10,"A4"
"c_1_10_2854",10,"A4"
"c_1_10_2867",10,"A4"
"c_1_10_287",10,"A4"
"c_1_10_2870",10,"A4"
"c_1_10_2909",10,"A4"
"c_1_10_291",10,"A4"
"c_1_10_295",10,"A4"
"c_1_10_3001",10,"A4"
"c_1_10_301",10,"A4"
"c_1_10_3016",10,"A4"
"c_1_10_3028",10,"A4"
"c_1_10_3033",10,"A4"
"c_1_10_3034",10,"A4"
"c_1_10_3041",10,"A4"
"c_1_10_309",10,"A4"
"c_1_10_321",10,"A4"
"c_1_10_326",10,"A4"
"c_1_10_331",10,"A4"
"c_1_10_337",10,"A4"
"c_1_10_339",10,"A4"
"c_1_10_35",10,"A4"
"c_1_10_354",10,"A4"
"c_1_10_371",10,"A4"
"c_1_10_386",10,"A4"
"c_1_10_405",10,"A4"
"c_1_10_419",10,"A4"
"c_1_10_463",10,"A4"
"c_1_10_473",10,"A4"
"c_1_10_475",10,"A4"
"c_1_10_484",10,"A4"
"c_1_10_485",10,"A4"
"c_1_10_522",10,"A4"
"c_1_10_545",10,"A4"
"c_1_10_55",10,"A4"
"c_1_10_564",10,"A4"
"c_1_10_578",10,"A4"
"c_1_10_584",10,"A4"
"c_1_10_592",10,"A4"
"c_1_10_595",10,"A4"
"c_1_10_614",10,"A4"
"c_1_10_617",10,"A4"
"c_1_10_62",10,"A4"
"c_1_10_669",10,"A4"
"c_1_10_682",10,"A4"
"c_1_10_693",10,"A4"
"c_1_10_70",10,"A4"
"c_1_10_701",10,"A4"
"c_1_10_702",10,"A4"
"c_1_10_706",10,"A4"
"c_1_10_724",10,"A4"
"c_1_10_726",10,"A4"
"c_1_10_748",10,"A4"
"c_1_10_751",10,"A4"
"c_1_10_753",10,"A4"
"c_1_10_754",10,"A4"
"c_1_10_768",10,"A4"
"c_1_10_793",10,"A4"
"c_1_10_794",10,"A4"
"c_1_10_804",10,"A4"
"c_1_10_807",10,"A4"
"c_1_10_81",10,"A4"
"c_1_10_815",10,"A4"
"c_1_10_836",10,"A4"
"c_1_10_859",10,"A4"
"c_1_10_872",10,"A4"
"c_1_10_892",10,"A4"
"c_1_10_910",10,"A4"
"c_1_10_925",10,"A4"
"c_1_10_928",10,"A4"
"c_1_10_934",10,"A4"
"c_1_10_935",10,"A4"
"c_1_10_949",10,"A4"
