gene_name,highly_variable,highly_variable_rank,means,variances,variances_norm,highly_variable_nbatches,variances_norm_rank,isPresentInAll,isPredicted
TXNDC9,True,9347.0,1.2916163565071264,2.1377661216434833,0.9629386914139649,18.0,9303.0,True,False
C2orf69,,,,,,,,False,False
TYW5,True,12564.0,0.4262152237505446,0.5416435225282116,0.9433854327354884,18.0,13777.0,True,False
TFCP2L1,True,7909.5,1.1706105682454722,12.782801946269668,1.0753270356988165,18.0,7530.0,True,False
TRIM43,,,,,,,,False,False
SF3B1,True,15520.5,7.955262338955623,47.06915145326022,0.8579390934065266,18.0,15631.0,True,False
HSPE1,True,2690.0,16.571257857720795,210.7290292328712,1.0732071086054877,18.0,1797.0,True,True
HSPE1-MOB4,,,,,,,,False,False
MOB4,True,11890.5,2.463994522935209,5.566081661035053,0.9522716636657341,18.0,12874.0,True,False
CFAP210,,,,,,,,False,False
PHOSPHO2,True,9330.5,0.0186344681645609,0.018860061756636695,0.974845598441568,18.0,9276.0,True,False
KLHL23,True,9953.5,0.10489823862575465,0.11269229147186455,0.9614375732718327,18.0,10077.0,True,False
SSB,True,11267.5,0.09411837928673679,0.09813243376668637,0.9508476570658149,18.0,11940.0,True,False
METTL5,,,,,,,,False,False
HSPD1,True,2114.0,18.970585672496423,405.43960830960873,1.0916219872051656,18.0,1367.0,True,True
UBR3,True,13349.5,1.8156967697765607,3.0865786139531424,0.9180336358043745,18.0,14477.0,True,False
GCG,True,6103.0,0.0029003547644239746,0.0029168747646063837,0.9962935066459989,18.0,5119.0,True,False
IFT70B,,,,,,,,False,False
IFT70A,,,,,,,,False,False
DPP4,True,5439.5,0.10731312628368705,0.14491813601100823,1.0071926743924229,18.0,4051.0,True,True
TEX44,True,5377.0,0.0009709342129831331,0.0009700035742199731,0.997863901949695,18.0,3935.0,True,True
DDX1,True,10319.0,4.307064168793179,14.542725882991132,0.9563170302141154,18.0,10569.0,True,False
NCL,True,7306.5,26.10004356756084,557.2358023980819,0.9790182838077741,18.0,6750.0,True,False
COPS9,True,12849.5,4.617339889213917,15.797814692836472,0.941929317747533,18.0,14072.0,True,False
OTOS,True,4841.0,0.0011203087072882306,0.0011439636046548668,1.0038237200089035,18.0,3304.0,True,True
NDUFA10,True,9797.0,3.8830273230845833,14.512184227786813,0.9656626680956476,18.0,9876.0,True,False
PRKRA,True,12413.0,1.242372564884546,2.218609353314076,0.9649697198605703,18.0,13592.0,True,False
PJVK,True,12344.0,0.1567560838986743,0.16913101097248978,0.9378576106280908,18.0,13496.0,True,False
PLEKHA3,,,,,,,,False,False
SNRPG,True,12481.0,2.49157901288355,4.9038271865239595,0.9343839022740982,18.0,13683.0,True,False
PSMD1,True,8653.5,3.1395033298064354,9.132416986367657,0.9686764534969332,18.0,8415.0,True,False
BBS5,True,4001.0,0.9894939939005415,1.8074430867484759,1.0773959966704338,18.0,2800.0,True,True
KLHL41,True,8608.0,0.10849567436360241,0.14736415094787814,0.9833659608989138,18.0,8364.0,True,False
FASTKD1,True,10407.5,0.7032053276902969,0.9997077778788528,0.9553874161219587,18.0,10694.0,True,False
PPIG,True,12116.0,1.6937573909254995,3.4897281267153284,0.9438757378208444,18.0,13211.0,True,False
TAF1B,True,11447.0,0.8552063235202589,1.274027932820321,0.959328866886083,18.0,12230.0,True,False
GRHL1,True,8894.0,0.04350532146635962,0.048135893911358495,0.9811116589555636,18.0,8694.0,True,False
KLF11,True,10645.0,0.6632849940872596,0.9823220440916718,0.9539651905399502,18.0,11018.0,True,False
RRM2,True,556.0,1.3794361112839983,4.293499993226295,1.4322209712949525,18.0,306.0,True,True
HPCAL1,True,11537.0,3.321204954254061,10.019513871591458,0.9688301250481187,18.0,12355.0,True,False
SPEG,True,4285.0,0.07169975726644676,0.09392049939185483,1.1243895360108058,18.0,3011.0,True,True
OBSL1,True,1206.5,4.559469720545217,26.64507722023172,1.1310541224385213,18.0,749.0,True,True
INHA,True,6010.0,0.09111844152610941,0.16838465665881047,1.1038904335087245,18.0,4972.0,True,True
STK11IP,True,10994.5,0.1415323333540798,0.15170136392765346,0.9508188710139497,18.0,11529.0,True,False
SLC4A3,,,,,,,,False,False
